,index,Season,Daynum,team1,team2,Wloc,Numot,score_diff,fgm_diff,fga_diff,fgm3_diff,fga3_diff,ftm_diff,fta_diff,or_diff,dr_diff,ast_diff,to_diff,stl_diff,blk_diff,pf_diff,ELO,WorL,AdjustO_Diff,AdjustD_Diff,# of Wins_Diff,SOS_DIF,LUCK_DIF,Years Since 2016,Tournament Game
93,2005114,2005,114,1181,1210,1,0,0.102476695,-0.074912281,0.011246063999999998,0.7325396829999999,0.5271428570000001,0.119047619,0.004136473,0.07346491200000001,-0.006217843000000001,-0.076923077,-0.107407407,-0.152525253,-0.7777777779999999,-0.111029919,1799.6216618004669,1,13.3,-4.9,12,2.8,-0.038,2,0
94,2005117,2005,117,1181,1385,1,0,0.122604409,-0.001288448,0.022918748,-0.64021164,-0.041666667,0.353535354,0.205059524,0.288461538,0.113276353,0.035187035,-0.043981481,0.105555556,-2.30952381,-0.257761438,1806.4313149925872,1,-9.1,13.1,-13,-13.8,-0.07200000000000001,2,0
95,2005122,2005,122,1181,1274,0,0,0.172739298,0.053974359000000006,-0.040322382,0.532323232,0.37254902,0.237719298,0.254193548,-0.126893939,0.101398601,0.417211329,-0.107843137,-0.021164021,0.237037037,-0.158730159,1808.884331407171,1,-19.8,0.4,-15,-8.72,-0.16,2,0
96,2005125,2005,125,1181,1314,0,0,0.041909185,0.07676147400000001,0.088334524,-2.383333333,-1.563973064,0.247619048,0.161419753,0.422459893,0.191935484,0.06031746,0.075252525,-0.481481481,-0.082621083,-0.166382495,1812.5159471295815,0,6.6,2.6,0,5.68,0.055,2,0
97,2005130,2005,130,1181,1438,2,0,0.116263284,0.027222222,-0.071484071,-0.138047138,0.077996716,0.33398310600000003,0.325735992,-0.228174603,0.18156362,0.33015873,0.079059829,-0.038095238,0.066666667,-0.211764706,1801.0428249875656,1,9.3,-2.5,12,1.3,0.059000000000000004,2,0
98,2005131,2005,131,1181,1301,2,0,0.08285819900000001,0.102414401,0.061403509,-0.018939394,-0.090909091,-0.037037037,-0.008333333,0.371260684,0.101398601,0.12581699300000002,-0.018300654,0.219047619,-1.583333333,-0.01754386,1805.1550775783205,1,11.1,-6.0,16,4.31,0.196,2,0
99,2005132,2005,132,1181,1210,2,0,0.069236471,-0.128364389,-0.173814165,0.15,0.1314237,0.352944559,0.429458925,0.050735294000000014,0.109874552,-0.1,0.203921569,-0.238095238,0.022222222000000003,-0.297258297,1811.2721527384851,1,17.6,-2.3,11,14.73,0.077,2,0
100,2005137,2005,137,1175,1181,2,0,0.104641393,0.015250545,-0.161363636,0.0,-0.391341991,0.22962963,0.297953216,-1.0069444440000002,0.106516291,-0.05714285700000001,-0.229059829,-0.25,0.293650794,-0.116747182,1818.2332177276737,0,2.2,0.4,3,2.43,0.01,2,0
101,2005139,2005,139,1181,1280,2,0,0.131664877,0.008585859,-0.301549652,0.225071225,-0.364343434,0.338383838,0.107142857,-0.985714286,0.315028162,-0.098148148,0.305147059,-0.168091168,0.314285714,-0.091442374,1821.1853047022805,1,14.9,-13.3,14,16.9,0.044000000000000004,2,0
102,2005144,2005,144,1181,1277,2,0,0.06076994400000001,0.097069597,0.150269665,-2.027777778,-1.218518519,0.214285714,0.072530864,0.500891266,0.105807119,0.035897436,-0.012091503,-0.211640212,-0.897435897,-0.035947712,1828.4531308159835,0,,,18,,,2,0
103,2006014,2006,14,1131,1181,0,0,0.186926962,0.17263157899999998,0.133694271,0.638888889,0.424730037,-1.031746032,-0.871252205,0.118437118,-0.164855072,0.011419953,-0.4928229670000001,-0.050595238,-0.115079365,-0.157754011,1815.583437907988,0,20.1,-17.5,20,15.66,0.044000000000000004,2,0
104,2006016,2006,16,1181,1371,0,0,0.304683028,0.233157727,0.009851016,0.474747475,0.259795322,0.202731092,0.282063492,0.086507937,0.214912281,0.377329193,-0.292592593,-0.12962963,0.13888888900000002,-0.15032679699999998,1820.73812881566,1,-13.4,1.2,-5,-14.02,0.045,2,0
105,2006019,2006,19,1172,1181,0,0,0.14563768400000002,0.076655983,-0.078282828,0.443181818,0.14220296300000002,0.06362773,0.105042017,-0.962962963,-0.041904762000000005,0.091673033,-0.259469697,0.212962963,0.644444444,-0.077394636,1824.6890927042127,0,8.7,-9.1,13,1.77,0.08199999999999999,2,0
106,2006023,2006,23,1180,1181,2,0,0.100924252,0.05714285700000001,-0.024160964,-0.283333333,-0.246187364,0.28030303,0.103930293,-0.404295051,0.030555556,-0.043612597,-0.292307692,0.152777778,-0.388888889,-0.140151515,1829.1153029560367,0,12.4,-2.3,12,1.87,0.069,2,0
107,2006025,2006,25,1181,1272,2,0,0.029052483,-0.076923077,-0.16540115800000002,-0.022222222000000003,-0.29594017100000003,0.267145136,0.336479207,-0.260606061,0.110877193,-0.0032679740000000003,0.08982738400000001,0.074074074,-0.833333333,-0.210550887,1833.680065348132,1,-13.4,1.4,-13,-4.16,-0.09699999999999999,2,0
108,2006030,2006,30,1181,1231,1,0,0.119743804,0.007936508,-0.076005398,0.255952381,0.1003256,0.361497326,0.233223864,-0.113636364,0.106250225,0.06414141400000001,-0.054377104,0.158730159,-3.7e-17,-0.465277778,1839.4681143404289,1,6.9,-4.6,9,3.12,0.035,2,0
109,2006034,2006,34,1181,1439,0,0,0.07501798,0.001975309,0.031490764,0.502645503,0.384992785,0.045614035,-0.033523642,0.16904761899999998,-0.015151515,0.104166667,0.104166667,-0.111111111,-2.7481481480000003,0.091349062,1843.5333540779252,1,3.6,-2.7,9,1.35,0.07400000000000001,2,0
110,2006037,2006,37,1181,1335,0,0,0.16145388900000002,0.055868839,-0.077912748,-0.021164021,-0.375925926,0.546218487,0.419312169,-0.104599105,0.127117327,-0.520833333,-0.17251462,0.292760181,0.07777777799999999,-0.15555555599999998,1846.7374232465725,1,11.1,-6.0,16,4.31,0.196,2,0
111,2006040,2006,40,1181,1400,2,0,0.175728041,0.111111111,-0.011354083,0.064102564,0.122705314,0.36448493,0.333489279,0.08496732,0.185086156,0.520833333,-0.192460317,0.102164502,0.529761905,-0.059325397,1850.9971541811303,1,13.7,-4.2,15,2.07,0.061,2,0
112,2006048,2006,48,1181,1434,0,0,0.216503588,0.04952381,-0.083898305,0.51010101,0.069758673,0.505427842,0.289422289,-0.229166667,0.132878616,0.12794612800000002,-0.086182336,0.047138047,-0.5380952379999999,-0.278320802,1857.8546854026936,1,-1.9,6.9,-5,-3.14,-0.024,2,0
113,2006051,2006,51,1181,1385,0,0,0.119117264,0.048500882,-0.095285434,0.37037037,0.185103785,0.256439394,0.141587302,-0.958333333,-0.043209877,0.242066563,-0.401731602,-0.004761905,0.269444444,-0.271969517,1860.292159602867,1,8.9,-3.5,11,3.99,0.08,2,0
114,2006061,2006,61,1181,1422,1,0,0.190923101,0.127926733,-0.045633209,0.257575758,0.019173428,0.326556777,0.23416723,-0.0625,0.266096866,0.194833489,-0.126984127,0.08674658699999999,0.055555556,-0.18487395,1862.160055190124,1,3.9,-1.5,8,0.94,0.057,2,0
115,2006063,2006,63,1137,1181,0,0,0.250961538,0.200897868,-0.038312369,0.031060606,-0.052222222,0.355578489,0.29734671100000004,-0.196137196,0.344250951,-0.025396825,-0.255060729,-0.011111111000000002,0.7111111109999999,-0.247777778,1864.063501154673,0,12.4,-2.3,12,1.87,0.069,2,0
116,2006069,2006,69,1181,1448,1,0,0.105421384,0.087707312,-0.043453053,0.303703704,0.185747126,-0.112820513,-0.34305555600000004,-0.388888889,0.09754386,0.020299145,0.022417154,0.352980353,0.083333333,0.058145558,1868.3446487041253,1,8.7,-9.1,13,1.77,0.08199999999999999,2,0
117,2006072,2006,72,1181,1268,0,0,0.192553339,0.154795821,0.103616813,0.442501943,0.4166666670000001,0.06944444400000001,0.010416667,0.05764411,-0.056111111,0.11456672,-0.452661064,0.420454545,-0.584126984,-0.161481481,1876.0710245462012,1,8.5,-6.0,14,1.08,0.087,2,0
118,2006075,2006,75,1155,1181,1,0,0.090870241,-0.082010582,-0.256752701,-0.108333333,-0.75,0.466081871,0.364872118,-0.815873016,0.27075702100000004,-0.111111111,0.064646465,-0.316666667,0.055555556,-0.26043956,1880.552453752845,0,14.6,-5.9,19,2.83,0.145,2,0
119,2006079,2006,79,1181,1301,0,0,0.126793494,-0.024691358,-0.034393467000000004,0.043650794000000014,-0.125110522,0.458869396,0.312154108,-0.057997558,0.082958521,0.16969697,-0.242822967,0.244949495,-0.338888889,-0.16766381800000002,1883.800565147848,1,10.6,-5.4,13,3.73,0.098,2,0
120,2006082,2006,82,1181,1207,0,0,0.062329659,0.091630592,0.08689279,-1.920634921,-0.811111111,0.229100529,0.125864198,0.260150525,0.106295878,0.209230769,-0.12581699300000002,0.047619048,-1.083333333,-0.08730158699999999,1889.7012991320892,0,8.9,-3.5,11,3.99,0.08,2,0
121,2006087,2006,87,1181,1439,1,0,0.120386339,0.022222222000000003,-0.149462366,0.394444444,0.076551227,0.228835979,-0.027148331,-0.006475006,0.296278918,0.33796296299999995,0.393820559,-1.25,0.116666667,0.073809524,1873.0250230920221,1,3.9,-1.5,8,0.94,0.057,2,0
122,2006089,2006,89,1181,1438,0,0,0.13743870800000002,0.155533833,-0.166188933,0.228956229,-0.016347687,-0.434126984,-0.408253968,-0.78042328,0.235836627,0.292250233,0.041394336,0.063492063,0.485930736,-0.103592314,1875.6397680469559,1,8.5,-6.0,14,1.08,0.087,2,0
123,2006093,2006,93,1130,1181,1,0,0.094814837,-0.017716048999999998,-0.23194975,0.043290043,-0.19747151,0.235076253,0.12719298199999998,-0.483974359,0.23596027100000005,-0.461538462,0.257528011,-0.242424242,0.444444444,-0.115789474,1878.9792965333263,0,8.7,-9.1,13,1.77,0.08199999999999999,2,0
124,2006096,2006,96,1181,1199,0,1,0.030995813,-0.072434018,-0.062521853,0.420634921,0.27997365,-0.314583333,-0.438528139,0.05952381,0.095940171,0.065079365,0.163986355,-0.08095238099999999,-0.13888888900000002,-0.094246032,1885.959338516935,1,-1.9,6.9,-5,-3.14,-0.024,2,0
125,2006099,2006,99,1181,1314,1,0,0.06187164,0.059552042,-0.056591337,-0.188311688,-0.162301587,-0.052777778,0.068253968,-0.925505051,-0.113585434,-0.112373737,-0.55258467,0.252380952,0.202991453,-0.020740741,1888.7760469960128,1,-7.5,20.3,-7,-20.11,0.121,2,0
126,2006103,2006,103,1181,1268,1,0,0.112757994,-0.109961686,-0.142387779,0.5226495729999999,0.419332001,0.375942685,0.19065656600000006,-0.164672365,0.275213675,0.195291495,0.241045752,-0.238095238,0.200396825,-0.183916084,1896.4670444314406,1,14.8,-12.0,9,17.13,-0.048,2,0
127,2006106,2006,106,1181,1448,0,0,0.117729474,-0.061728395,-0.16969947600000002,0.022486772,0.019684628,0.360601588,0.226873065,-0.325341325,0.258689459,0.005952381,0.044566545,-0.5474358970000001,0.211111111,-0.258382066,1900.6730825897705,1,10.3,-13.7,6,16.41,-0.078,2,0
128,2006111,2006,111,1181,1274,0,0,0.17197663600000002,0.05643315,-0.16654398199999998,0.475529101,0.06862745099999999,0.038862307,0.154589372,-0.4074074070000001,0.303502598,0.3976621420000001,0.278991597,-2.547619048,0.15,-0.144444444,1905.3271281496984,1,4.5,7.2,0,-8.63,0.052000000000000005,2,0
129,2006114,2006,114,1181,1210,1,0,0.071007618,-0.023426382000000003,-0.103420501,-0.466666667,-0.550824176,0.418991956,0.435693936,-0.015384615,0.064393939,0.151260504,-0.293209877,-0.222222222,-1.2,-0.522136971,1908.0722626815848,1,1.0,-4.9,-1,3.95,-0.08199999999999999,2,0
130,2006117,2006,117,1181,1396,1,0,0.099621192,-0.039337474,-0.211453169,0.351010101,0.089388089,-0.070054945,-0.091666667,0.037851038,0.305502137,0.494736842,0.24537037,-1.544444444,0.13888888900000002,-0.341812865,1911.1468683931305,1,-0.6,9.1,5,-14.6,0.14,2,0
131,2006121,2006,121,1181,1199,0,0,0.074391063,-0.026334776,0.016577778999999997,-0.420634921,-0.456944444,0.292592593,0.226436314,0.126672891,0.032279315,0.067564103,-0.264705882,0.116402116,-1.3055555559999998,-0.242272348,1914.131102837796,0,-2.9,-4.4,2,2.38,-0.015,2,0
132,2006124,2006,124,1181,1314,1,0,0.059974747,-0.075105898,-0.063791127,-0.420634921,-0.453022876,0.382066277,0.351436314,0.040700041,0.11028443,-0.054607843,-0.147058824,-0.056216931,-0.7222222220000001,-0.279309385,1896.85710842862,0,-8.7,-3.7,-4,1.87,-0.081,2,0
133,2006130,2006,130,1181,1274,2,0,0.051368808,-0.152625153,-0.142039986,-0.512820513,-0.203463203,0.460812357,0.398108238,-0.06329365099999999,-0.006864989,-0.097883598,0.062319625,-0.45,-0.313492063,-0.199074074,1885.0555137789304,1,9.8,-5.7,-3,16.35,-0.099,2,0
134,2006131,2006,131,1181,1448,2,0,0.177296371,0.051837607,-0.112716349,0.083333333,-0.248236844,0.421264368,0.386363636,-0.5098162070000001,0.12599206300000002,0.100877193,-0.577777778,0.494708995,0.345238095,-0.232247285,1888.0792890029466,1,5.5,-9.4,4,11.8,-0.002,2,0
135,2006132,2006,132,1130,1181,2,0,0.080302267,-0.080512821,-0.108433677,0.187912088,0.152963458,0.148989899,0.010526316,-0.692307692,-0.072310406,-0.524475524,-0.14319014300000002,0.191438191,0.056878307,-0.146560847,1893.14967642774,0,7.5,-5.5,2,11.27,-0.075,2,0
136,2006136,2006,136,1181,1380,2,0,0.116526836,-0.090592885,0.01853531,0.26984127,0.269252874,0.464635603,0.381457431,-0.10855615,-0.14782748099999998,0.0625,-1.013888889,0.32962963,-1.018518519,-0.41627451,1900.8116646911005,1,-1.9,-9.6,-1,8.14,-0.040999999999999995,2,0
137,2006138,2006,138,1181,1203,2,0,0.217741546,0.143928036,-0.202112809,0.147619048,-0.041993464,0.29668616,0.207894737,-0.553030303,0.16178289199999998,0.292696193,-0.06871345,-0.58989899,-0.525974026,-0.468137255,1902.2417921108447,1,17.4,-12.6,17,9.04,-0.054000000000000006,2,0
138,2006143,2006,143,1181,1261,2,0,0.090939153,-0.015307918,-0.047560655,-0.611111111,-1.133578431,0.319388214,0.395325203,0.095166272,0.056749076,-0.183496732,-0.1875,-0.06547619,-0.505555556,-0.286779039,1908.3554113805897,0,2.4,-17.3,10,10.45,0.049,2,0
139,2007013,2007,13,1162,1181,0,0,0.221893815,0.20275862100000006,-0.169344333,0.252645503,-0.027544351,0.195833333,0.227183705,-0.875,0.17184265,0.340686275,-0.098412698,0.25106837600000004,0.7666666670000001,-0.256811146,1894.3650085122626,0,0.0,-5.6,2,2.72,-0.069,2,0
140,2007014,2007,14,1181,1204,0,0,0.234877367,0.111111111,-0.102500876,-0.355555556,-0.747058824,0.608518045,0.50626886,-0.212121212,0.093074409,0.256944444,-0.304029304,0.12983683,0.063492063,-0.257889823,1895.1101884460957,1,-4.5,-8.0,2,2.05,-0.006999999999999999,2,0
141,2007017,2007,17,1181,1422,0,0,0.188357943,0.187211538,0.0203556,-0.15555555599999998,-0.190283401,0.23968254,0.30143790800000003,0.199439776,0.228701406,0.292815372,-0.068958819,0.25,0.074074074,-0.298251331,1897.6710507493576,1,-0.1,-17.2,10,3.54,0.005,2,0
142,2007021,2007,21,1102,1181,2,0,0.118913381,0.113775767,0.000490196,-0.268518519,-0.629606625,0.131326644,0.012962963,0.446296296,0.398268398,-0.013756614,0.233918129,-0.464285714,-0.80952381,0.021043771,1898.5873366280173,0,4.3,-12.1,7,2.06,-0.122,2,0
143,2007022,2007,22,1181,1266,2,0,0.11965537,0.17408602199999998,0.002166121,-0.444444444,-0.946078431,0.030499325,0.266304348,0.031674207999999995,0.001066391,0.024836601,-0.35416666700000005,-0.056818182,-0.061111111,-0.093796583,1903.1724588953064,0,0.2,-12.3,4,2.28,-0.122,2,0
144,2007026,2007,26,1172,1181,0,0,0.189391354,0.08,-0.193349031,-0.111111111,-0.6175,0.505928854,0.588485222,-0.304584305,0.052292152,0.098611111,-0.27314814800000004,0.4,0.015873016,-0.434697856,1887.8351632048689,0,-0.4,4.2,-1,-2.88,0.064,2,0
145,2007029,2007,29,1181,1231,0,0,0.082134259,-0.246247465,-0.109072733,-1.2936507940000002,-0.403216374,0.645743146,0.569135802,-0.245791246,-0.172619048,-0.127380952,-0.520833333,0.414814815,0.111111111,-0.544444444,1891.0760225446259,1,4.6,11.5,-2,-1.7,0.099,2,0
146,2007033,2007,33,1181,1207,0,0,0.145634526,-0.07589225599999999,0.045897572000000005,0.512698413,0.105772744,0.488835726,0.456666667,0.28571428600000004,-0.031746032,-0.049401579,-0.402327935,0.3624338620000001,-0.988095238,-0.038377193,1895.1215079367678,1,-0.6,-8.2,3,3.39,-0.08,2,0
147,2007037,2007,37,1181,1221,0,0,0.181685674,0.116971917,-0.137521929,-0.107142857,-0.459986772,0.28680361,0.350529101,-0.208333333,0.223412698,0.14871794900000002,-0.082010582,-0.104761905,-0.233333333,-0.248106061,1899.6103117239115,1,-3.6,-8.9,2,2.04,-0.066,2,0
148,2007040,2007,40,1181,1206,0,0,0.103883354,-0.05995116,-0.296470071,0.203703704,-0.228197946,0.527583528,0.531746032,-0.771428571,0.13765182199999998,0.177489177,0.029239766,-0.19047619,0.333333333,-0.241987179,1902.9387883582503,1,-8.8,-0.7,-6,1.22,-0.027000000000000003,2,0
149,2007050,2007,50,1181,1245,0,0,0.075897299,-0.106666667,0.013295173,0.092255892,0.194041868,0.369076797,0.230454545,0.135964912,-0.101683807,-0.113960114,-0.455493308,0.011111111000000002,-0.1,-0.22370623,1907.4178516959187,1,0.0,-0.8,-2,3.2,-0.046,2,0
150,2007052,2007,52,1181,1211,2,0,0.125042991,0.053492063,0.13900281,0.132275132,0.230017567,0.199074074,0.367356798,0.388719124,-0.270305393,0.21378205100000006,-0.8379120879999999,0.435353535,0.083333333,-0.255555556,1911.322441545089,1,4.6,11.5,-2,-1.7,0.099,2,0
151,2007062,2007,62,1181,1363,0,0,0.213877203,0.130076628,0.02527768,0.533333333,0.274643875,0.257987484,0.149305556,-0.06397306400000001,0.052173913,0.27679738600000003,-0.370039683,0.348148148,0.0,-0.135989011,1919.0031662924146,1,-4.5,-8.0,2,2.05,-0.006999999999999999,2,0
152,2007064,2007,64,1181,1396,0,0,0.223938224,0.12583182099999998,-0.044088065,0.125,-0.126473064,0.376615721,0.319319319,0.287179487,0.283487044,0.279411765,-0.104166667,-0.203703704,0.162698413,-0.034798535,1919.3970940592926,1,-0.4,4.2,-1,-2.88,0.064,2,0
153,2007068,2007,68,1181,1439,1,1,0.101401401,0.212716049,0.09379517,-0.4,-0.810606061,-0.211355311,-0.02024536,-0.06127451,-0.149402492,0.014141414,-0.979166667,0.312626263,-0.144444444,0.01899803,1922.0319432417762,0,,,6,,,2,0
154,2007072,2007,72,1181,1210,0,0,0.107962248,0.074745035,-0.05969945400000001,0.058333333,-0.224067599,0.036507937,0.082532418,-0.18452381,-0.023476566,-0.03030303,-0.831896552,0.423737374,-0.111111111,0.021176679,1904.5880349413192,0,0.0,-0.8,-2,3.2,-0.046,2,0
155,2007076,2007,76,1181,1274,1,0,0.15106783699999998,0.001915709,-0.09534632,0.229166667,0.211847702,0.403668795,0.403274289,0.222222222,0.267833044,0.152136752,0.133915105,-0.349206349,0.3666666670000001,-0.195331466,1887.9877494380514,1,-8.8,-0.7,-6,1.22,-0.027000000000000003,2,0
156,2007080,2007,80,1181,1448,0,0,0.203558796,0.114426808,-0.060811927,0.27989418,0.15387488300000002,0.240740741,0.018528369,-0.238095238,0.19965943,0.16601307199999998,-0.091666667,0.198268398,0.141666667,-0.158730159,1890.7117197858342,1,0.2,-12.3,4,2.28,-0.122,2,0
157,2007082,2007,82,1181,1301,1,0,0.208611111,0.268353175,0.21875,0.340488215,0.28968254,-0.379370629,-0.157407407,0.461538462,0.082857143,0.300544662,-0.506410256,0.403174603,-0.116666667,0.006944444,1894.8357625986905,1,30.7,-17.7,24,9.02,-0.039,1,0
158,2007087,2007,87,1155,1181,0,0,0.121600077,0.019494949,-0.180612848,-0.5555555560000001,-1.31328976,0.540064103,0.273269981,-0.185185185,0.386921922,0.293169793,0.233020745,-0.426190476,-0.433862434,-0.191287879,1899.6635491979891,0,7.5,-11.6,7,11.59,0.054000000000000006,1,0
159,2007090,2007,90,1130,1181,0,0,0.167127414,0.21606116600000005,0.151840231,0.141666667,0.13215641,-0.797385621,-0.421428571,0.105332168,-0.028170595,0.195865303,-0.566329966,0.26984127,-1.5555555559999998,0.066833751,1904.582423108882,0,22.6,-18.5,22,15.14,0.035,1,0
160,2007094,2007,94,1181,1438,0,1,0.068074534,-0.035254965,-0.098682504,-0.008333333,-0.384781885,0.240429505,0.15789473699999998,-0.18452381,0.033365539,-0.03030303,-0.572637292,0.355555556,-0.444444444,0.001683502,1911.5452247158166,0,8.9,-3.7,11,0.47,0.113,1,0
161,2007097,2007,97,1181,1199,1,0,0.063381643,-0.047600644,-0.151914085,0.132407407,-0.304567981,0.100217865,0.083333333,-0.14285714300000002,0.104511785,0.051282051,0.026721682000000004,0.253968254,-1.111111111,-0.024074074,1895.071962812873,0,1.5,-2.5,4,1.26,0.021,1,0
162,2007100,2007,100,1181,1314,1,0,0.039492754,0.052037037,0.012333226,-0.32592592600000003,-0.25328593,-0.077559913,-0.134210526,-0.03030303,0.034141414,0.14017094,-0.17114367100000002,0.18452381,-1.420634921,-0.005555556,1879.5195939582761,0,17.7,-19.3,15,17.97,-0.031,1,0
163,2007104,2007,104,1181,1268,0,0,0.08462543800000001,0.141203704,0.048752175,-0.481481481,-0.425904977,-0.140740741,-0.452729045,-0.085858586,0.075252525,0.251282051,-0.138736264,0.101190476,-1.142857143,0.068518519,1869.197128680068,0,2.4,2.8,-2,2.36,-0.049,1,0
164,2007107,2007,107,1130,1181,1,0,0.184047672,0.324184415,0.206762875,0.257407407,0.139819245,-2.052941176,-0.978787879,0.204899267,0.03482781,0.298039216,-0.498148148,0.284992785,-0.444444444,0.130325815,1854.3644001486318,0,0.6,3.4,-2,-8.13,-0.03,1,0
165,2007111,2007,111,1181,1210,0,0,0.116462393,-0.112597547,-0.402111166,-0.066666667,-0.110500611,0.6152412279999999,0.564628858,-0.8156565659999999,0.214571674,0.02254902,0.13897488800000002,-0.398809524,0.311111111,-0.466853408,1862.9951032724082,1,12.3,-10.8,17,0.59,0.03,1,0
166,2007115,2007,115,1155,1181,1,0,0.097209098,-0.01393061,-0.11278679,-0.361111111,-0.67008547,0.430340557,0.339183136,-0.287445887,0.116923077,-0.135353535,-0.069381599,-0.452380952,-1.805555556,-0.189484127,1867.967241589883,0,-12.9,14.6,-12,-16.73,-0.057,1,0
167,2007118,2007,118,1181,1385,1,0,0.216070523,0.228815629,-0.0008642410000000001,-0.182539683,-0.362881563,0.122328549,0.112698413,-0.059722222,0.24,0.086004274,-0.206327986,-0.036375661,0.436111111,-0.074185464,1872.7340016467347,1,0.4,-6.0,1,0.82,-0.034,1,0
168,2007121,2007,121,1181,1268,1,0,0.110802272,0.14338235300000002,-0.016441791,-0.638888889,-0.659798535,0.16980057,-0.147173489,-0.252525253,0.197509579,0.405128205,-0.089285714,-0.208333333,-0.161375661,-0.037037037,1875.4802870429198,0,-5.8,15.6,-6,-17.37,0.09300000000000001,1,0
169,2007125,2007,125,1181,1314,0,0,0.139442119,0.14338235300000002,-0.016271113,-0.8611111109999999,-0.972619048,0.284776415,0.001322751,-0.27777777800000003,0.17925561,0.439046334,-0.128968254,-0.092592593,0.148148148,-0.082010582,1861.8035927113215,0,3.4,-10.3,6,4.35,0.013000000000000001,1,0
170,2007129,2007,129,1181,1301,2,1,0.104027444,0.09129902,-0.111142908,-0.972222222,-1.074891775,0.344035674,0.342063492,-0.322222222,0.19909688,0.439046334,-0.149801587,0.074074074,0.425925926,-0.25939849600000003,1851.4692105999213,0,5.6,-12.3,12,3.09,0.017,1,0
171,2007136,2007,136,1181,1433,2,0,0.081353025,0.039737654,-0.058555542,-0.688888889,-0.762566845,0.257665904,0.17984127,-0.244444444,-0.022486772,0.300584795,-0.340277778,0.431216931,-0.5555555560000001,-0.117423188,1836.5336846911111,0,7.6,-6.2,8,1.27,0.027999999999999997,1,0
172,2008004,2008,4,1181,1300,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1823.010271760884,1,-2.2,2.0,-4,-0.53,-0.039,1,0
173,2008007,2008,7,1181,1308,0,0,0.178707251,0.05836139200000001,-0.033547215,0.040740741,-0.11869281,0.4621489620000001,0.410094408,-0.207692308,0.045454545,0.021929825,-0.24754902,0.5462962960000001,-0.923809524,-0.348773449,1825.705739753216,1,8.9,-1.0,8,2.64,0.042,1,0
174,2008014,2008,14,1181,1343,2,0,0.175642178,0.203174603,0.097756286,-1.111111111,-0.983333333,0.25,0.257018717,0.214285714,0.079694889,0.016666667,-0.405982906,0.355555556,0.011111111000000002,-0.066666667,1830.1676177412576,1,8.6,-5.5,9,2.2,0.036000000000000004,1,0
175,2008015,2008,15,1181,1228,2,0,0.140361953,0.108829844,-0.08611216199999999,0.028571429,-0.054761905,-0.087187666,-0.117241379,-1.240740741,-0.049018843,0.111111111,-0.485470085,0.263888889,0.408333333,-0.35109624700000003,1831.9775622921527,1,8.4,-12.0,12,0.92,-0.049,1,0
176,2008016,2008,16,1181,1266,2,0,0.118647183,0.112943528,-0.084812715,-0.542857143,-0.936868687,0.297619048,0.257936508,-0.40361991,0.17025641,0.108262108,-0.225,-0.37037037,-0.111111111,-0.399896801,1840.844360750612,1,4.0,-6.8,6,2.33,-0.003,1,0
177,2008020,2008,20,1181,1184,0,0,0.306054283,0.3717326520000001,0.04094045,0.111111111,-0.418518519,-1.027777778,-0.377777778,0.107559108,0.29220679,0.354357298,-0.109106099,-0.162698413,0.472222222,-0.14745671,1848.2220832720693,1,-6.0,-2.2,-5,0.24,-0.055999999999999994,1,0
178,2008022,2008,22,1181,1458,0,0,0.207629323,0.115973409,-0.021064021,0.468975469,-0.019794585,0.31408199600000003,0.215277778,-0.327339327,0.024742499,-0.032234432,-0.267676768,0.065656566,0.476190476,-0.384630053,1850.4928782337665,1,-7.4,12.2,-13,-1.03,-0.009000000000000001,1,0
179,2008026,2008,26,1172,1181,1,0,0.071042618,-0.099417989,-0.305706162,0.16025641,-0.331899984,0.493650794,0.491091954,-0.352813853,0.235391705,-0.014245014,0.239215686,-0.95,-0.061111111,-0.30099206300000003,1859.803072295748,0,8.6,-5.5,9,2.2,0.036000000000000004,1,0
180,2008033,2008,33,1181,1276,0,0,0.210978836,0.21606775600000006,0.028098023,0.101851852,-0.184294069,0.164935065,0.17844667399999994,0.113060429,0.175816993,0.395860566,-0.273544974,-0.4166666670000001,-0.615079365,-0.32034632,1865.264450141541,1,8.5,-6.8,10,3.24,0.009000000000000001,1,0
181,2008042,2008,42,1107,1181,0,0,0.195548606,-0.083416456,-0.117260701,0.361111111,0.07160493799999999,0.7429083459999999,0.772374847,-0.22979798,-0.075757576,0.098845599,-0.935449735,-0.025,0.566666667,-1.119444444,1869.21740111596,0,4.0,-6.8,6,2.33,-0.003,1,0
182,2008045,2008,45,1181,1338,2,1,0.032763682999999995,-0.001929012,-0.027771512,-0.216666667,-0.295900178,0.13746129999999998,0.022222222000000003,-0.055555556,-0.024867725,0.117171717,-0.200181159,0.505291005,-0.522222222,-0.067820013,1871.8063398910606,0,,,16,,,1,0
183,2008062,2008,62,1165,1181,0,0,0.17144332899999998,0.178431373,0.0007807539999999999,-0.444444444,-0.265540016,0.27962963,0.340201465,0.25210084,0.197763071,0.33938455799999995,0.029691877,0.038095238,0.144444444,-0.3151341,1861.7561976420425,0,1.9,-11.1,12,-0.23,0.071,1,0
